https://dfkanalytics.vercel.app/hero

Cost,Realm,Id,Rarity,Class,Subclass,Background,Lvl,XP To Level,Gen,Sum,SB1,SB2,Train Stat,Profession,PJ,Element,Class Score,CScore/Level,Growth Score,Active1,Active2,Passive1,Passive2,Name
128,SD,265562,0,Pirate,Warrior,mountains,1,2000,1,10,STR,VIT,13,gardening,,lightning,2.80,2.80,0.607,Basic3,Basic3,Basic4,Basic4,Gogrog Wheatguard
128,SD,257113,1,Paladin,Thief,swamp,1,1785,3,1,VIT,DEX,13,mining,,fire,4.30,4.30,0.958,Advanced3,Basic5,Basic3,Basic8,Lamephion Plainlimp
128,SD,256383,0,Ninja,Seer,city,1,2000,2,1,STR,VIT,12,fishing,,lightning,3.10,3.10,0.692,Basic6,Basic8,Basic1,Basic8,Inivius Wyverncaller
128,SD,260942,2,Paladin,Berserker,swamp,1,2000,6,1,INT,INT,12,fishing,,ice,2.85,2.85,1.227,Basic8,Basic7,Basic6,Basic2,Polzelthil Wisedraft
128.8,SD,168717,2,Archer,Knight,city,2,2183,2,7,AGI,VIT,14,foraging,,water,4.21,2.10,0.969,Basic1,Basic2,Basic8,Basic1,Relt Hazelshield
129,SD,205722,2,Ninja,Archer,arctic,1,2000,1,1,WIS,VIT,12,mining,,dark,4.30,4.30,1.214,Basic2,Basic1,Basic1,Basic7,Skalhyrde Stalsaurus
129,SD,165816,1,Summoner,Pirate,plains,1,603,1,2,AGI,END,14,fishing,,earth,1.90,1.90,0.867,Basic4,Basic7,Basic4,Basic7,Rayfield Supreguma
129,SD,265829,0,Berserker,Archer,swamp,1,2000,1,10,DEX,INT,14,gardening,,wind,1.40,1.40,0.554,Basic4,Basic8,Basic4,Basic6,Pizophil Snowwhisper
129,SD,249127,0,Shapeshifter,Archer,island,1,2000,2,5,DEX,END,12,foraging,,earth,1.40,1.40,0.832,Basic4,Basic4,Basic7,Basic2,Bararic Mirthrun
129,SD,256833,1,DarkKnight,Pirate,plains,1,1863,3,3,INT,LCK,15,fishing,,light,5.35,5.35,1.018,Basic2,Basic4,Basic3,Basic5,Roxana Hillflare
129,SD,262198,0,Wizard,Seer,swamp,1,2000,2,9,END,INT,15,gardening,,ice,1.00,1.00,0.608,Basic8,Advanced3,Basic5,Basic8,Lannlis Oakenshield
129,SD,265087,2,Wizard,Priest,arctic,1,2000,2,8,AGI,END,13,gardening,,wind,3.00,3.00,0.993,Basic5,Basic7,Basic2,Basic7,Uzor Emebara
129,SD,262578,0,Wizard,Warrior,forest,1,2000,2,8,INT,INT,18,gardening,,lightning,1.60,1.60,0.484,Basic8,Basic6,Advanced3,Basic4,Fearne Mountainrage
129,SD,246701,1,Paladin,Berserker,mountains,2,2046,2,1,STR,WIS,16,gardening,,dark,6.58,3.29,0.994,Basic7,Basic2,Basic1,Basic7,Kelli Hammercutter
129,SD,253109,1,DarkKnight,Knight,plains,2,2077,4,0,END,AGI,17,mining,,lightning,6.00,3.00,0.972,Basic7,Basic1,Basic6,Basic7,Odobin Stewar
129,SD,103939,2,Archer,Monk,desert,5,5832,5,1,END,AGI,19,gardening,,wind,9.26,1.85,0.951,Basic8,Basic3,Basic1,Advanced4,Lendefial Ruthermont
129,SD,51579,2,Priest,Knight,mountains,1,0,2,6,DEX,STR,13,mining,,ice,2.70,2.70,0.883,Basic7,Basic2,Basic5,Basic7,Maryr Icerest
129.5,SD,234368,0,Shapeshifter,Seer,plains,3,3592,3,5,AGI,LCK,19,foraging,,water,10.06,3.35,0.807,Basic6,Basic5,Basic1,Basic6,Utbil Hallowsplitter
129.88,SD,65602,0,Thief,Archer,forest,2,0,3,3,WIS,DEX,13,foraging,,earth,3.20,1.60,0.548,Advanced2,Basic7,Basic1,Basic6,Ipius Baxter
129.99,SD,166370,0,Wizard,Wizard,mountains,6,5111,1,5,VIT,DEX,27,fishing,,earth,15.30,2.55,0.652,Basic1,Basic2,Basic2,Basic8,Gluthwine Dusttail
130,SD,80280,0,Archer,Warrior,city,3,3364,4,3,AGI,INT,15,gardening,,light,3.08,1.03,0.576,Basic1,Basic1,Basic4,Basic8,Darnkarl Starmuse
130,SD,90614,0,Monk,Paladin,arctic,6,3226,3,4,DEX,VIT,19,foraging,,lightning,10.23,1.71,0.629,Basic1,Basic7,Basic8,Basic7,Unzonitor Runestriker
130,SD,230660,1,Paladin,Wizard,forest,3,1927,3,1,DEX,END,14,foraging,,fire,4.25,1.42,0.946,Basic3,Basic5,Basic6,Basic1,Parkley Morningjumper
130,SD,180776,1,Priest,Thief,island,1,0,1,9,LCK,DEX,14,mining,,wind,2.30,2.30,0.679,Basic7,Basic4,Basic8,Basic1,Áimnongha Laurelscorn
130,SD,141551,0,Summoner,Wizard,forest,6,3850,2,0,DEX,DEX,25,gardening,,dark,13.00,2.17,0.742,Basic4,Basic2,Advanced2,Basic8,Vultreo Maplescorn
130,SD,190405,0,Priest,Pirate,swamp,5,5506,4,2,STR,END,19,mining,,dark,10.64,2.13,0.503,Basic8,Basic5,Basic3,Basic7,Matariel Forestdefender
130,SD,241824,1,DarkKnight,Berserker,desert,1,952,5,2,WIS,VIT,14,gardening,,earth,1.60,1.60,0.994,Basic7,Basic4,Basic2,Basic4,Pellitorina Venorus
130,SD,224299,2,Ninja,Priest,mountains,3,1470,3,0,STR,VIT,15,mining,,earth,7.82,2.61,1.153,Basic6,Basic5,Basic2,Basic2,Exousia Daybreeze
130,SD,250220,0,Ninja,Wizard,swamp,1,1560,1,2,END,STR,12,mining,,dark,2.05,2.05,0.641,Basic3,Basic6,Basic8,Basic7,Lyndon Woodprowler
130,SD,265692,0,Knight,Monk,forest,1,2000,1,10,STR,INT,15,fishing,,lightning,2.80,2.80,0.553,Basic7,Basic3,Basic5,Basic8,Irestra Dirgepike
130,SD,183602,0,Paladin,Warrior,desert,3,382,2,0,VIT,WIS,15,mining,,fire,2.15,0.72,0.737,Basic7,Basic2,Basic1,Basic3,Grersirn Mirthbasher
130,SD,233278,1,Archer,Archer,forest,1,2000,2,4,WIS,END,13,mining,,wind,1.70,1.70,0.782,Basic8,Basic1,Basic4,Basic1,Ebrill Wyvernstriker
130,SD,254371,2,Knight,Warrior,city,1,70,5,3,VIT,AGI,13,mining,,light,3.35,3.35,1.008,Basic2,Basic3,Basic2,Basic4,Dhinitor Cobalgar
130,SD,255160,1,Archer,Priest,island,1,1840,2,9,VIT,INT,12,mining,,fire,1.90,1.90,0.688,Basic2,Basic8,Basic6,Basic7,Sigmundr Woodless
130,SD,90390,0,Thief,Thief,arctic,5,1704,2,0,VIT,VIT,16,mining,,water,9.18,1.84,0.569,Basic5,Basic6,Basic8,Basic1,Brier Mildcaller
130,SD,263112,0,Pirate,Archer,desert,1,980,1,10,LCK,DEX,13,mining,,lightning,2.00,2.00,0.586,Basic1,Basic3,Basic1,Basic3,Sorroran Nosevale
130,SD,263703,0,Priest,Wizard,arctic,1,2000,1,10,LCK,STR,13,gardening,,wind,0.80,0.80,0.581,Basic1,Basic7,Basic2,Advanced1,Igmar Crimdan
130,SD,261075,2,Seer,Monk,arctic,1,2000,3,2,AGI,END,14,mining,,water,4.60,4.60,0.940,Basic1,Basic2,Basic7,Advanced4,Lioslangheil Winterriver
130,SD,51122,1,Monk,Wizard,desert,6,2116,1,8,END,END,20,fishing,,earth,8.57,1.43,0.707,Basic5,Basic8,Basic1,Basic3,Zuwyn Parren
130,SD,236103,1,DarkKnight,Wizard,mountains,1,965,1,2,WIS,AGI,14,foraging,,fire,2.50,2.50,0.914,Basic7,Basic4,Basic8,Basic3,Odobin Ashbraid
130,SD,264008,0,Dragoon,Wizard,forest,1,2000,5,0,DEX,DEX,15,fishing,,light,4.50,4.50,0.946,Basic8,Basic7,Basic6,Basic4,Zoth Codd
130,SD,179275,1,Pirate,Archer,desert,1,0,1,9,LCK,WIS,13,mining,,dark,1.50,1.50,0.756,Basic2,Basic4,Basic4,Basic3,Phassenohr Ridgereign
130,SD,263768,0,Thief,Thief,mountains,1,2000,4,3,LCK,STR,13,mining,,wind,1.30,1.30,0.572,Basic7,Basic3,Elite2,Basic5,Arthes Lionrage
130,SD,138150,1,Warrior,Thief,mountains,5,0,2,4,LCK,END,19,foraging,,lightning,9.73,1.95,0.765,Basic2,Basic3,Basic5,Basic8,Anoh Talltree
130,SD,82911,2,Priest,Thief,island,2,0,1,3,INT,STR,15,gardening,,water,4.76,2.38,0.879,Basic2,Basic7,Basic7,Basic8,Stanmore Hammertoe
131,SD,236874,0,Ninja,Seer,swamp,1,1750,3,3,INT,END,12,mining,,ice,1.00,1.00,0.648,Basic3,Basic7,Basic5,Basic5,Dregorn Craterslumber
131,SD,39687,0,Warrior,Thief,city,6,4932,4,0,LCK,END,21,mining,,lightning,10.06,1.68,0.573,Basic2,Basic6,Basic4,Basic7,Trinity Taoich
131,SD,81881,0,Paladin,Wizard,desert,3,1574,5,3,WIS,AGI,16,gardening,,water,4.20,1.40,0.658,Basic5,Basic7,Basic1,Basic1,Steinda Bluetail
131.24,SD,58728,0,Thief,Knight,city,5,2081,3,4,END,INT,14,gardening,,dark,5.48,1.10,0.535,Basic6,Basic6,Basic6,Basic2,Krugrus Axehunter
131.7,SD,261709,1,Knight,Pirate,mountains,1,863,3,4,LCK,STR,20,mining,,fire,7.30,7.30,0.929,Basic1,Basic8,Basic6,Basic5,Amriel Aepede
132,SD,265834,0,Pirate,Knight,swamp,1,2000,1,10,DEX,DEX,15,mining,,water,2.15,2.15,0.605,Basic2,Basic2,Basic6,Basic8,Slade Hollowshine
132,SD,266214,0,Berserker,Archer,swamp,1,1924,1,10,LCK,DEX,14,foraging,,fire,0.80,0.80,0.579,Basic8,Basic5,Basic4,Basic3,Onior Grayhammer
132,SD,254230,1,Paladin,Thief,city,1,2000,3,3,DEX,AGI,13,gardening,,wind,3.40,3.40,0.950,Basic7,Basic3,Advanced1,Basic2,Rhobras Titanstrike
132.18,SD,122263,0,Monk,Priest,plains,7,7524,3,3,DEX,INT,17,fishing,,dark,11.08,1.58,0.496,Basic3,Basic8,Basic2,Basic7,Úibío Wars
133,SD,214839,0,Ninja,Priest,city,1,626,5,0,INT,END,15,fishing,,dark,3.50,3.50,0.677,Basic1,Basic1,Basic5,Basic3,Shubeus Primagary
133,SD,238861,1,Sage,Archer,city,1,764,4,0,VIT,LCK,16,mining,,lightning,2.70,2.70,1.151,Basic8,Basic7,Basic5,Basic6,Agaromela Willowdivider
133,SD,265191,0,Priest,Knight,swamp,1,2000,1,10,VIT,VIT,13,mining,,wind,1.70,1.70,0.495,Basic5,Basic4,Basic8,Basic3,Pell Redwound
134,SD,251065,1,Sage,Monk,forest,1,63,3,0,LCK,VIT,17,mining,,earth,3.30,3.30,1.183,Basic3,Basic4,Basic7,Basic3,Horton Driftbasker
134,SD,121728,0,Knight,Monk,swamp,1,1830,2,7,INT,LCK,10,mining,,lightning,0.40,0.40,0.562,Basic5,Basic5,Basic3,Basic5,Epius Swiftreaper
134.48,SD,108171,0,Monk,Monk,plains,7,7533,2,5,VIT,END,17,fishing,,ice,5.93,0.85,0.569,Basic8,Basic8,Basic2,Basic2,Pawen Cave
134.99,SD,263875,0,Pirate,Wizard,mountains,1,1798,1,10,DEX,END,12,mining,,ice,1.40,1.40,0.467,Basic5,Basic1,Basic8,Basic6,Griffin Lionrage
135,SD,253675,2,Archer,Archer,mountains,1,2000,2,9,WIS,STR,12,gardening,,fire,2.60,2.60,0.979,Basic4,Basic2,Basic4,Basic3,Ogmund Alpenkiller
135,SD,133811,0,Knight,Priest,plains,6,6905,1,2,WIS,AGI,16,mining,,dark,7.92,1.32,0.492,Basic6,Basic4,Basic2,Basic1,Urius Threebrew
135,SD,194498,0,Paladin,Pirate,city,4,3486,3,1,END,DEX,15,mining,,lightning,6.07,1.52,0.697,Basic2,Basic5,Basic3,Advanced4,Izrail Creekprowler
135,SD,261961,1,Warrior,Wizard,island,1,1230,2,8,WIS,END,11,mining,,ice,1.10,1.10,0.683,Basic4,Basic6,Basic2,Basic2,Gálmód Amphiros
135,SD,32957,2,Monk,Knight,mountains,1,46,3,2,INT,STR,11,mining,,ice,1.65,1.65,0.970,Basic3,Basic8,Basic3,Advanced2,Ostaenor Fistward
135,SD,263978,0,Seer,Berserker,forest,1,2000,1,10,DEX,INT,13,mining,,earth,0.60,0.60,0.489,Basic3,Basic8,Basic3,Basic7,Aedehe Farrowseeker
135,SD,124926,0,Thief,Monk,island,5,0,1,4,WIS,DEX,17,mining,,dark,5.68,1.14,0.548,Basic3,Basic2,Basic2,Basic7,Hesterah Earthenleaf
135,SD,247393,0,Warrior,Priest,city,1,2000,2,7,AGI,INT,11,mining,,dark,1.00,1.00,0.474,Basic3,Basic8,Basic6,Basic1,Herudred Mallister
135,SD,9937,2,Thief,Thief,forest,3,3432,1,0,WIS,AGI,16,foraging,,ice,6.24,2.08,0.981,Basic5,Basic6,Advanced2,Basic6,Kydano Ravenbreeze
135,SD,158984,1,Wizard,Pirate,forest,5,5474,1,4,STR,AGI,19,gardening,,dark,8.88,1.78,0.658,Basic5,Basic6,Basic5,Basic4,Berder Fourfallow
135,SD,231123,1,Knight,Pirate,arctic,1,551,2,5,END,DEX,13,foraging,,earth,2.30,2.30,0.794,Basic4,Basic6,Advanced3,Advanced4,Renato Matriborg
135,SD,260718,1,Warrior,Berserker,plains,1,1055,2,8,VIT,AGI,13,mining,,light,2.15,2.15,0.819,Basic8,Basic4,Basic3,Basic2,Ariadne Snowbender
135,SD,33590,2,Priest,Pirate,city,1,74,2,2,END,WIS,18,mining,,earth,3.50,3.50,0.886,Basic6,Basic4,Basic1,Basic2,Sierra Crypsari
135,SD,251963,0,DarkKnight,Berserker,arctic,1,2000,3,1,WIS,STR,17,mining,,earth,0.70,0.70,0.744,Basic2,Basic1,Basic2,Basic2,Favor Havenstriker
135,SD,178547,2,Paladin,Warrior,plains,1,0,3,0,VIT,AGI,13,fishing,,earth,3.50,3.50,1.231,Basic6,Basic6,Basic1,Basic8,Wamayth Fistshield
135,SD,260088,1,Paladin,Warrior,city,1,2000,2,2,INT,STR,13,gardening,,dark,1.35,1.35,1.005,Basic4,Basic4,Basic6,Basic8,Thrandr Daybringer
135,SD,266133,1,Berserker,Knight,arctic,1,1925,1,10,WIS,END,14,gardening,,water,1.95,1.95,0.812,Basic4,Advanced4,Basic8,Basic6,Velmadoc Rurthulmí
135,SD,261943,2,Archer,Ninja,desert,1,2000,3,8,END,WIS,13,fishing,,earth,3.15,3.15,0.997,Basic6,Basic2,Basic3,Basic3,Roddirn Moonride
135,SD,247365,0,Paladin,Priest,plains,1,1820,2,2,DEX,END,13,fishing,,light,0.80,0.80,0.703,Basic4,Basic3,Basic3,Basic8,Bidnil Skullwhisper
135,SD,265869,1,Knight,Monk,island,1,2000,1,10,INT,DEX,11,foraging,,water,2.35,2.35,0.774,Basic1,Basic4,Basic8,Basic3,Uxius Redblight
135,SD,253469,0,Archer,Monk,desert,1,2000,2,9,VIT,INT,12,mining,,water,1.00,1.00,0.545,Basic8,Basic2,Basic8,Basic2,Polaia Frostlance
135,SD,265711,0,Priest,Archer,forest,1,2000,1,10,DEX,INT,15,fishing,,lightning,4.00,4.00,0.546,Basic3,Basic3,Basic6,Basic7,Rhodie Cedarcleanser
135,SD,263065,0,Monk,Shapeshifter,mountains,1,2000,1,10,DEX,WIS,12,mining,,earth,2.30,2.30,0.631,Basic3,Basic8,Basic8,Basic2,Basobe Havenleaf
135,SD,266212,2,Knight,Monk,plains,1,2000,4,5,LCK,WIS,12,mining,,ice,2.90,2.90,0.956,Basic7,Basic7,Basic6,Basic5,Jonna Commonfollower
135,SD,251961,0,DarkKnight,Knight,desert,1,2000,3,1,LCK,DEX,14,mining,,dark,0.70,0.70,0.728,Basic8,Basic3,Basic7,Basic7,Oscar Suprelas
135,SD,256440,0,Knight,Pirate,city,1,2000,2,8,DEX,VIT,13,mining,,wind,1.10,1.10,0.606,Basic2,Basic3,Basic8,Basic8,Delt Vendragon
135,SD,247217,2,Pirate,Priest,arctic,1,1085,1,7,LCK,AGI,14,gardening,,wind,3.45,3.45,0.873,Basic3,Basic4,Basic7,Basic6,Keven Cratalak
135,SD,245041,2,Archer,Pirate,island,1,2000,1,3,STR,DEX,15,mining,,wind,2.95,2.95,0.992,Basic2,Basic7,Basic8,Advanced1,Haldi Stormshield
135,SD,218342,0,Summoner,Archer,arctic,4,2800,4,2,VIT,AGI,19,foraging,,fire,6.77,1.69,0.640,Basic4,Basic8,Advanced3,Basic8,Laabral Longfollower
136,SD,255366,0,Summoner,Knight,desert,1,1742,4,3,LCK,DEX,14,foraging,,wind,0.80,0.80,0.619,Basic6,Basic3,Basic7,Basic5,Delmac Cox
136.3,SD,257316,0,DarkKnight,Knight,mountains,1,1625,3,0,AGI,STR,21,mining,,light,4.10,4.10,0.827,Basic4,Basic3,Basic8,Basic3,Daphiel Thicketh
137,SD,255820,0,Pirate,Thief,swamp,1,385,1,10,DEX,LCK,13,mining,,water,4.00,4.00,0.613,Basic6,Basic8,Basic3,Basic2,Onvagorim Summerride
138,SD,67151,0,Dragoon,Knight,plains,1,0,3,0,DEX,WIS,12,mining,,light,1.30,1.30,0.918,Basic7,Basic7,Basic4,Basic5,Doreen Burningroot
138,SD,250307,2,Warrior,Priest,swamp,1,730,2,7,AGI,INT,11,mining,,ice,3.70,3.70,0.859,Basic7,Basic6,Basic6,Basic3,Rylee Windswift
138,SD,206844,0,Wizard,Pirate,plains,4,3707,4,3,LCK,DEX,17,foraging,,light,6.46,1.61,0.484,Basic2,Basic2,Basic2,Basic5,Cathleen Stormriver
138,SD,265200,0,Pirate,Archer,city,1,2000,1,10,WIS,AGI,10,mining,,earth,1.80,1.80,0.581,Basic5,Basic1,Basic1,Basic2,Gadriel Whitespark
138,SD,265249,1,Seer,DarkKnight,swamp,1,1670,1,10,WIS,STR,16,fishing,,dark,2.65,2.65,0.763,Basic3,Basic8,Basic1,Basic4,Riley Richblood
138,SD,23633,1,Wizard,Archer,island,6,3475,4,0,VIT,WIS,22,gardening,,water,9.70,1.62,0.707,Basic2,Basic5,Basic2,Basic4,Georgine Vallie
139,SD,256898,0,Monk,Priest,desert,1,1690,4,3,END,VIT,11,mining,,wind,1.70,1.70,0.517,Basic6,Elite2,Basic4,Basic8,Nyra Supregira
139,SD,195295,0,Archer,Knight,swamp,3,2320,3,4,LCK,DEX,20,mining,,fire,6.03,2.01,0.587,Basic5,Advanced4,Basic1,Basic4,Dromadoc Battleriver
139,SD,122967,1,Monk,Warrior,desert,1,336,1,7,STR,STR,14,gardening,,wind,2.05,2.05,0.779,Basic8,Basic4,Basic2,Basic2,Ilzadius Icerest
139,SD,249263,2,Paladin,Thief,desert,1,1443,2,2,INT,WIS,13,fishing,,dark,2.45,2.45,1.195,Basic6,Basic4,Basic5,Basic4,Iras Springdarter
139,SD,258076,0,Shapeshifter,Pirate,desert,1,2000,2,5,END,DEX,12,mining,,water,1.10,1.10,0.864,Basic1,Basic1,Basic4,Basic3,Gárbrand Steelslayer
139,SD,265546,2,Seer,Berserker,plains,1,2000,2,9,DEX,WIS,16,foraging,,light,2.05,2.05,0.895,Basic8,Basic4,Basic3,Basic8,Gaxius Tallsworn
139,SD,259871,0,DarkKnight,Seer,island,1,2000,4,3,WIS,STR,17,foraging,,fire,0.70,0.70,0.681,Basic2,Basic4,Basic8,Basic5,Khadnah Fridorg
140,SD,265623,0,Priest,Knight,desert,1,2000,1,10,DEX,INT,15,gardening,,fire,2.20,2.20,0.507,Basic7,Advanced1,Basic6,Basic2,Anrolil Brightshifter
140,SD,43766,1,Archer,Knight,city,2,2633,1,8,LCK,VIT,13,fishing,,earth,2.87,1.44,0.769,Basic8,Basic3,Basic7,Basic8,Cathleen Grassbreaker
140,SD,20443,2,Warrior,Archer,plains,1,1960,3,3,LCK,DEX,12,foraging,,fire,2.95,2.95,0.984,Basic4,Basic2,Advanced4,Basic4,Wídheort Fourglide
140,SD,258475,0,Seer,Pirate,city,1,1850,1,10,AGI,WIS,17,mining,,earth,2.20,2.20,0.489,Basic4,Basic3,Basic4,Basic3,Elfi Aupod
140,SD,216206,2,Knight,Pirate,arctic,1,215,2,2,VIT,LCK,13,mining,,wind,3.75,3.75,0.982,Basic5,Basic7,Basic7,Advanced3,Mead Skullsun
140,SD,258974,0,Dragoon,Wizard,desert,1,2000,3,0,DEX,WIS,15,foraging,,dark,4.50,4.50,0.942,Basic5,Basic7,Basic4,Basic4,Odium Fistcutter
140,SD,88294,1,Knight,Archer,island,5,3575,4,0,INT,LCK,19,gardening,,ice,12.32,2.46,0.760,Basic6,Basic6,Basic1,Basic4,Thundezrion Grisgon
140,SD,53537,1,Knight,Thief,desert,6,4684,3,3,VIT,STR,18,fishing,,ice,12.17,2.03,0.762,Basic7,Basic2,Basic6,Advanced2,Lubom Algood
140,SD,243255,2,Knight,Pirate,mountains,1,1390,3,4,LCK,LCK,14,mining,,light,1.95,1.95,0.982,Basic8,Basic2,Basic3,Advanced3,Vudal Rumblewood
140,SD,263506,0,Seer,Warrior,swamp,1,2000,1,10,LCK,WIS,16,mining,,lightning,0.70,0.70,0.494,Basic7,Basic6,Basic5,Basic8,Siofra Windwolf
140,SD,7644,2,Wizard,Wizard,island,1,1902,3,2,DEX,END,13,mining,,dark,2.60,2.60,0.996,Basic7,Advanced3,Basic3,Basic6,Karit Prisus
140,SD,105821,0,Ninja,Priest,desert,1,1260,3,3,VIT,VIT,13,gardening,,dark,1.00,1.00,0.639,Basic5,Basic5,Basic3,Basic1,Inanron Freebone
140,SD,264653,1,Pirate,Seer,mountains,1,2000,1,10,END,DEX,12,gardening,,dark,3.20,3.20,0.683,Basic4,Basic6,Basic6,Basic8,Hartar Stillmoon
140,SD,261563,0,Shapeshifter,Archer,forest,1,2000,2,5,END,INT,11,foraging,,ice,1.10,1.10,0.808,Basic8,Basic7,Basic1,Basic3,Gárwine Autumnscorn
140,SD,262115,2,Monk,Wizard,plains,1,2000,2,8,DEX,STR,12,mining,,light,3.45,3.45,0.910,Basic7,Basic4,Basic2,Basic7,Aikothoe Monstermaw
140,SD,264387,0,Priest,Wizard,swamp,1,1850,1,10,END,AGI,13,gardening,,water,1.20,1.20,0.587,Basic3,Basic5,Basic8,Basic6,Einga Anarguar
140,SD,264310,0,Warrior,Warrior,island,1,2000,2,7,LCK,STR,14,mining,,ice,0.40,0.40,0.649,Basic1,Basic7,Advanced3,Basic2,Nelis Woodblesser
140,SD,73018,0,Pirate,Thief,arctic,4,3398,2,9,WIS,DEX,16,fishing,,wind,5.33,1.33,0.578,Basic8,Basic5,Basic7,Basic5,Bóir Helltrap
140,SD,262762,0,Priest,Archer,plains,1,2000,1,10,LCK,INT,15,gardening,,dark,2.40,2.40,0.506,Basic5,Basic8,Basic6,Basic5,Mothdan Grieda
140,SD,223441,2,Warrior,Priest,city,3,2366,2,8,DEX,LCK,15,gardening,,fire,4.92,1.64,0.860,Basic3,Basic6,Basic7,Basic4,Ageris Forestforce
140,SD,265748,0,Dragoon,Pirate,swamp,1,2000,4,0,DEX,STR,14,mining,,water,1.30,1.30,0.924,Basic6,Basic3,Basic4,Basic3,Noel Frozengrove
140,SD,214992,0,Ninja,Pirate,swamp,1,193,2,0,WIS,INT,12,mining,,lightning,0.80,0.80,0.700,Basic7,Basic8,Basic5,Advanced4,Kole Raindown
140,SD,34750,1,Archer,Archer,desert,6,2571,2,6,END,STR,19,gardening,,water,8.98,1.50,0.779,Basic1,Basic3,Basic5,Basic3,Gend Rockbraid
140,SD,253886,2,Wizard,Knight,desert,1,2000,2,9,STR,AGI,13,gardening,,fire,2.90,2.90,0.875,Basic4,Basic2,Basic7,Basic2,Harsolt Flooddefender
140,SD,260923,0,Knight,Knight,city,1,1709,1,10,DEX,INT,10,foraging,,earth,1.10,1.10,0.598,Basic1,Basic8,Basic1,Basic1,Abras Irogas
140,SD,81390,0,Priest,Wizard,city,2,1818,4,0,STR,LCK,14,mining,,ice,2.46,1.23,0.587,Basic5,Basic5,Basic5,Basic3,Nettelia Willowlaugh
140,SD,194078,2,Warrior,Thief,plains,5,3960,2,4,INT,AGI,16,fishing,,lightning,7.83,1.57,0.949,Basic8,Basic8,Basic6,Basic5,Bride Redwound
140,SD,240886,2,Pirate,Priest,arctic,3,3381,4,1,END,WIS,13,foraging,,water,4.60,1.53,0.854,Basic8,Basic4,Basic6,Basic1,Brassica Perryn
140,SD,256807,1,Warrior,Thief,plains,1,2000,2,7,END,AGI,12,mining,,lightning,2.25,2.25,0.756,Basic1,Basic4,Basic2,Basic6,Basialla Horseforge
140,SD,261280,0,Berserker,Priest,forest,1,2000,1,10,END,WIS,14,foraging,,fire,1.60,1.60,0.458,Basic1,Basic8,Basic1,Basic7,Tryphitheme Scorlus
140,SD,265837,0,Archer,Priest,forest,1,2000,1,10,LCK,LCK,14,gardening,,lightning,0.80,0.80,0.488,Basic8,Basic3,Basic6,Basic6,Lorrot Bearbleeder
140,SD,243727,1,Ninja,Wizard,desert,1,1490,2,2,END,DEX,14,gardening,,ice,4.40,4.40,0.952,Basic8,Basic2,Basic1,Basic1,Bleth Monsterbranch
140,SD,191039,2,Thief,Thief,arctic,3,2048,2,0,VIT,END,12,mining,,light,4.34,1.45,0.966,Basic6,Basic2,Basic6,Basic5,Phineia Whisperpeak
140,SD,235078,0,Pirate,Berserker,forest,2,530,1,8,STR,INT,14,foraging,,ice,3.48,1.74,0.581,Basic3,Basic1,Basic1,Basic5,Inivius Leviathrax
141.7,SD,242376,0,Dragoon,Pirate,swamp,1,676,4,0,INT,STR,14,mining,,dark,1.00,1.00,0.924,Basic8,Advanced1,Basic7,Basic1,Ambriel Flatgaze
142,SD,193782,0,Seer,Wizard,island,2,475,1,7,AGI,VIT,14,mining,,wind,2.42,1.21,0.590,Basic8,Basic6,Basic1,Basic6,Olivea Ferodon
142,SD,200765,1,Warrior,Monk,plains,3,3191,4,3,DEX,STR,19,mining,,wind,5.21,1.74,0.799,Basic1,Basic5,Basic6,Basic7,Robby B'zhalo
142,SD,264389,0,Shapeshifter,Thief,desert,1,2000,1,5,END,WIS,11,gardening,,ice,1.10,1.10,0.832,Basic5,Basic6,Basic7,Basic1,Valdbold Ralar
142,SD,192261,0,Paladin,Warrior,forest,3,4000,3,2,LCK,INT,12,gardening,,wind,1.30,0.43,0.713,Basic7,Basic4,Basic1,Basic6,Groddod Brownmask
142.1,SD,259061,0,Sage,Warrior,mountains,1,2000,3,0,STR,END,15,gardening,,fire,2.40,2.40,0.824,Basic6,Basic2,Advanced1,Basic7,Remliel Laughinghammer
142.16,SD,57129,0,Archer,Monk,swamp,7,6638,2,6,INT,AGI,22,gardening,,light,9.64,1.38,0.551,Basic6,Advanced1,Basic7,Basic1,Harmissa Driftchaser
143,SD,263020,1,Ninja,Priest,island,1,1670,2,0,END,STR,13,fishing,,earth,2.15,2.15,0.896,Basic1,Basic8,Basic2,Basic7,Pheladia Stonecharger
143,SD,243325,0,Dragoon,Seer,island,1,1395,6,0,STR,VIT,14,mining,,lightning,1.60,1.60,0.864,Basic3,Basic7,Basic4,Advanced2,Stanly Taclydoru
143,SD,253724,0,Shapeshifter,Wizard,desert,1,194,2,2,STR,VIT,12,fishing,,dark,1.30,1.30,0.740,Basic6,Basic1,Basic3,Basic2,Grogdint Horsesurge
143,SD,249182,1,DarkKnight,Priest,arctic,1,1495,1,3,AGI,DEX,14,gardening,,fire,3.50,3.50,0.925,Basic4,Basic1,Basic2,Basic1,Onlion Barleydrifter
143.2,SD,265770,2,Priest,Priest,swamp,1,1895,5,3,INT,END,14,gardening,,ice,3.20,3.20,0.996,Basic1,Basic3,Basic8,Basic8,Stigdan Martell
