https://dfkanalytics.vercel.app/hero

Cost,Realm,Id,Rarity,Class,Subclass,Background,Lvl,XP To Level,Gen,Sum,SB1,SB2,Train Stat,Profession,PJ,Element,Class Score,CScore/Level,Growth Score,Active1,Active2,Passive1,Passive2,Name
105,CV,233972,0,Paladin,Berserker,mountains,1,0,2,2,DEX,END,13,mining,,water,0.80,0.80,0.747,Basic7,Basic5,Advanced1,Basic2,Verena Parsin
110,CV,187154,0,Pirate,Wizard,plains,4,4895,1,10,AGI,WIS,14,gardening,,wind,4.68,1.17,0.446,Basic1,Advanced2,Basic5,Basic1,Tartys Summerscream
110,CV,113840,1,Priest,Wizard,city,7,0,2,2,STR,LCK,24,foraging,,dark,13.46,1.92,0.786,Basic8,Basic5,Basic7,Basic3,Anaphalis Cryoran
110,CV,203731,0,Archer,Warrior,forest,3,1137,1,10,AGI,DEX,22,gardening,,ice,8.73,2.91,0.600,Advanced1,Basic5,Basic1,Basic5,Nelaira Crowlin
115,CV,1000000001225,0,Berserker,Wizard,mountains,1,1923,1,10,END,STR,18,foraging,,ice,2.20,2.20,0.484,Basic4,Basic6,Advanced2,Basic4,Edgar Cobalmon
115,CV,259309,2,Ninja,Monk,forest,1,2000,3,2,DEX,AGI,15,gardening,,light,5.60,5.60,1.271,Basic6,Basic3,Basic2,Basic2,Ynwen Stillgloom
118,CV,246548,0,Summoner,Berserker,island,2,3000,3,3,END,WIS,17,fishing,,earth,3.14,1.57,0.638,Basic1,Basic1,Basic7,Basic8,Eradfald Long
119,CV,247940,2,Summoner,Knight,city,1,635,3,0,AGI,END,15,fishing,,dark,3.30,3.30,1.137,Basic8,Basic7,Basic4,Basic7,Nessia Shadowblower
120,CV,184811,2,Pirate,Monk,island,4,2331,1,5,END,WIS,15,foraging,,ice,7.72,1.93,0.941,Basic2,Basic7,Basic8,Basic5,Hotyris Autumnhide
120,CV,255679,1,DarkKnight,Pirate,desert,1,2000,2,3,INT,END,14,fishing,,dark,2.30,2.30,0.966,Basic1,Basic3,Basic3,Basic6,Mima Gorecrest
120,CV,179983,2,Pirate,Wizard,mountains,1,619,2,9,END,AGI,12,foraging,,fire,3.40,3.40,0.864,Basic6,Basic2,Basic1,Advanced1,Ricdan Ebonvore
120,CV,1000000000937,1,Seer,Wizard,forest,1,1855,3,4,DEX,END,13,gardening,,dark,1.40,1.40,0.790,Basic8,Basic5,Basic8,Basic1,Uveus Elulus
120,CV,183280,1,Warrior,Priest,island,5,5344,1,4,WIS,INT,22,foraging,,earth,10.63,2.13,0.727,Basic4,Basic4,Basic6,Basic8,Mari Caleman
120,CV,260070,2,Thief,Monk,island,1,759,3,5,WIS,LCK,14,foraging,,fire,2.90,2.90,0.954,Basic2,Basic1,Basic4,Basic6,Udarin Brightsky
120.99,CV,252625,2,Priest,Warrior,swamp,1,674,5,2,LCK,WIS,17,gardening,,water,3.40,3.40,0.895,Basic6,Advanced1,Basic8,Basic2,Zerla Horsetrap
124,CV,264832,0,Berserker,Priest,arctic,1,1426,1,10,INT,WIS,14,foraging,,water,0.60,0.60,0.458,Basic4,Basic4,Advanced3,Basic4,Duwfam Sunstone
125,CV,1000000001232,0,Pirate,Wizard,island,1,2000,1,10,AGI,VIT,11,mining,,ice,1.00,1.00,0.470,Basic6,Basic7,Basic8,Basic2,Nuriel Fullsnout
125,CV,241454,2,Warrior,Warrior,desert,1,422,3,5,LCK,LCK,14,mining,,light,3.35,3.35,1.001,Basic8,Basic8,Basic6,Basic3,Aislinn Earthengroomer
125,CV,115763,1,Summoner,Warrior,island,8,11760,2,0,LCK,DEX,25,foraging,,dark,15.93,1.99,0.869,Advanced3,Basic3,Basic1,Basic1,Aenyris Brushwatch
125,CV,265136,1,Thief,Priest,forest,1,1791,2,9,DEX,END,11,foraging,,ice,2.10,2.10,0.688,Basic1,Basic4,Basic1,Basic2,Hunnodreon Dirgesprinter
125,CV,1000000001235,1,Priest,Monk,swamp,1,2000,1,10,WIS,WIS,21,fishing,,fire,4.60,4.60,0.729,Basic6,Basic8,Basic6,Basic8,Aemphiril Icemangle
125,CV,259383,0,Pirate,Knight,arctic,1,1728,1,10,END,AGI,11,mining,,dark,2.30,2.30,0.596,Basic5,Basic8,Basic2,Basic4,Vollaan Autumnmind
126,CV,257308,1,DarkKnight,Knight,island,1,1783,2,2,INT,AGI,14,mining,,wind,2.35,2.35,0.972,Basic5,Advanced2,Basic6,Basic6,Daphne Cratershield
130,CV,255914,2,Berserker,Monk,swamp,1,2000,1,10,END,DEX,14,gardening,,fire,2.80,2.80,0.976,Basic4,Basic8,Basic5,Basic3,Burinnus Snakethorne
130,CV,94104,0,Warrior,Knight,mountains,5,0,2,8,WIS,LCK,16,gardening,,water,6.33,1.27,0.610,Basic2,Basic4,Basic7,Basic5,Pahryl Wolffallow
130,CV,156781,0,DarkKnight,Wizard,mountains,7,3218,3,0,AGI,DEX,25,fishing,,light,13.77,1.97,0.671,Basic8,Basic8,Basic2,Basic1,Havarr Whitehill
135,CV,237474,2,Warrior,Thief,city,2,3000,2,5,AGI,END,15,mining,,fire,3.33,1.67,0.958,Basic8,Basic2,Basic5,Basic5,August Horsemantle
135,CV,130329,1,Paladin,Thief,forest,7,6490,3,0,DEX,DEX,23,foraging,,fire,15.70,2.24,0.921,Basic3,Advanced2,Basic2,Basic7,Baerrin Moontrampler
140,CV,197521,2,Monk,Archer,arctic,3,1425,1,5,LCK,END,15,foraging,,lightning,6.91,2.30,0.954,Basic6,Advanced3,Basic7,Basic3,Farly Feathereye
140,CV,257700,2,Priest,Seer,plains,1,1665,5,5,DEX,STR,13,mining,,lightning,2.60,2.60,0.973,Basic3,Basic1,Advanced2,Basic5,Charley Sunbearer
140,CV,195474,0,Knight,Thief,plains,1,1710,1,5,STR,STR,16,mining,,water,4.40,4.40,0.622,Basic4,Basic2,Basic8,Basic8,Aenyris Boulderbringer
145,CV,1000000001161,1,Wizard,Archer,swamp,1,2000,1,10,END,END,14,foraging,,lightning,3.80,3.80,0.697,Basic8,Basic5,Basic8,Advanced1,William Brookbruiser
145,CV,261411,1,Monk,Pirate,desert,1,1728,1,10,INT,WIS,12,mining,,earth,2.10,2.10,0.759,Basic1,Basic3,Basic1,Basic7,Joie Glowbelly
145,CV,265493,1,Priest,Archer,swamp,1,2000,1,10,WIS,VIT,18,foraging,,wind,4.20,4.20,0.702,Basic8,Basic4,Basic8,Basic1,Nestios Bouldermarch
145,CV,262422,1,Wizard,Wizard,swamp,1,1466,1,10,LCK,END,13,foraging,,fire,2.10,2.10,0.800,Basic2,Basic7,Basic5,Basic6,Erkenfa Gloomlight
149,CV,263102,0,Thief,Thief,forest,1,2000,1,10,END,INT,11,mining,,ice,4.30,4.30,0.598,Basic7,Basic2,Basic3,Basic1,Wamayth Boulderaxe
149,CV,260072,1,Monk,Seer,forest,1,2000,1,10,LCK,INT,12,mining,,wind,5.10,5.10,0.749,Basic7,Advanced4,Basic3,Basic2,Gamaliel Smartorb
149,CV,256133,0,Archer,Archer,city,1,2000,1,10,END,INT,13,mining,,fire,4.60,4.60,0.614,Basic7,Advanced4,Basic8,Basic1,Velmith Hallowedorb
149.99,CV,251738,0,Paladin,Archer,mountains,1,914,3,3,DEX,AGI,10,foraging,,lightning,0.80,0.80,0.669,Basic2,Basic2,Basic3,Basic3,Tonn Shaguma
150,CV,261301,3,Warrior,Priest,swamp,1,1468,5,5,STR,LCK,16,foraging,,water,5.85,5.85,1.148,Basic5,Basic1,Advanced3,Basic1,Asterope Terravalor
150,CV,162827,1,Warrior,Priest,arctic,5,5272,1,6,LCK,LCK,20,foraging,,wind,10.68,2.14,0.667,Basic2,Basic5,Basic3,Basic6,Epigaea Saphimutul
150,CV,204939,0,Summoner,Priest,arctic,4,3224,2,1,LCK,WIS,23,fishing,,lightning,7.97,1.99,0.760,Basic5,Basic1,Basic4,Basic5,Waldoric Lostirt
150,CV,99184,1,Paladin,Warrior,island,7,7265,3,2,END,END,26,foraging,,fire,14.25,2.04,1.005,Basic8,Advanced1,Basic5,Basic7,Partheis Lowspirit
150,CV,207168,1,Wizard,Priest,arctic,3,1218,3,2,LCK,LCK,16,foraging,,wind,3.84,1.28,0.786,Basic7,Basic4,Basic3,Basic2,Inalana Thorlar
150,CV,255917,0,Priest,Archer,city,1,1512,2,3,DEX,AGI,13,fishing,,ice,2.20,2.20,0.520,Basic2,Basic7,Basic3,Advanced4,Hoddant Mossbash
150,CV,215792,0,Pirate,Archer,swamp,3,3623,1,10,AGI,WIS,13,mining,,wind,4.10,1.37,0.556,Basic1,Basic7,Basic1,Basic4,Izimazz Aspentemper
150,CV,44465,0,Wizard,Priest,desert,7,5870,2,2,WIS,LCK,23,gardening,,earth,11.92,1.70,0.587,Basic2,Basic1,Basic5,Basic2,Asarifolia Ebolas
150,CV,58311,0,Wizard,Thief,forest,7,4455,4,3,DEX,DEX,23,gardening,,earth,12.12,1.73,0.474,Advanced1,Basic3,Basic1,Basic6,Hodridoc Phanlios
150,CV,60990,1,Warrior,Wizard,desert,7,8510,1,0,WIS,DEX,21,foraging,,wind,9.35,1.34,0.686,Advanced3,Basic5,Basic1,Basic7,Vynaenor Shaborg
150,CV,156122,0,Ninja,Thief,plains,6,3235,4,1,WIS,VIT,23,gardening,,light,13.43,2.24,0.711,Basic1,Basic2,Basic7,Basic5,Melina Freebone
150,CV,1000000001112,1,Seer,Berserker,island,1,2000,1,10,AGI,WIS,16,foraging,,earth,2.10,2.10,0.695,Basic8,Basic4,Basic8,Advanced2,Nature Craterreign
150,CV,15007,1,Knight,Priest,plains,7,5244,2,8,INT,VIT,24,gardening,,dark,10.03,1.43,0.710,Basic3,Basic7,Basic7,Basic3,Xzavier Autumnblade
150,CV,1000000001114,0,Archer,Wizard,city,1,2000,1,10,END,VIT,13,mining,,dark,2.50,2.50,0.494,Basic2,Basic1,Basic4,Basic3,Siofra Mossbluff
150,CV,73967,0,Wizard,Warrior,mountains,7,6410,4,3,LCK,WIS,24,gardening,,dark,10.92,1.56,0.484,Basic6,Basic3,Basic3,Basic2,Wardell Radoru
150,CV,1000000001102,0,Ninja,Warrior,mountains,1,1614,2,3,DEX,LCK,13,gardening,,dark,1.50,1.50,0.698,Basic2,Basic2,Basic1,Basic3,Ireland Proudsnout
156,CV,239005,0,Summoner,Archer,desert,2,1931,3,3,STR,DEX,15,foraging,,dark,2.84,1.42,0.682,Basic2,Basic6,Basic2,Basic8,Fastbeam Rivermangle
160,CV,264567,1,Priest,Seer,forest,1,1947,2,8,VIT,VIT,14,gardening,,earth,2.20,2.20,0.785,Basic7,Basic7,Basic8,Basic5,Breld Carnitax
174,CV,1000000001111,0,Knight,Knight,island,1,875,1,10,WIS,INT,11,fishing,,dark,1.95,1.95,0.598,Basic4,Basic6,Basic2,Basic2,Washakr Matrilus
175,CV,48180,1,Priest,Warrior,forest,7,4590,3,3,DEX,WIS,25,gardening,,earth,12.86,1.84,0.695,Advanced1,Basic3,Basic5,Basic4,Zemphel Lowfall
175,CV,152241,1,Thief,Wizard,arctic,6,5966,3,4,STR,VIT,22,gardening,,wind,15.03,2.50,0.686,Basic2,Basic5,Basic7,Basic5,Lamion Íccuthai
179,CV,246542,1,Wizard,Pirate,desert,3,3698,3,5,AGI,STR,17,foraging,,light,5.04,1.68,0.652,Basic8,Basic3,Basic7,Basic1,Ophiel Windswift
180,CV,232292,0,Ninja,Wizard,city,1,2000,2,4,END,DEX,13,gardening,,wind,0.80,0.80,0.659,Basic1,Basic1,Basic6,Basic1,Vrelga Winterwanderer
180,CV,228686,2,Ninja,Warrior,forest,1,1219,3,4,END,INT,13,gardening,,wind,3.15,3.15,1.206,Basic7,Advanced3,Basic5,Basic7,Robby Stout
180,CV,248581,2,Berserker,Priest,island,1,2000,2,6,END,INT,15,mining,,earth,3.70,3.70,0.858,Basic6,Basic5,Basic4,Basic2,Emdylyc Hailmind
190,CV,249052,0,DarkKnight,Pirate,swamp,1,999,1,5,INT,INT,15,gardening,,water,2.60,2.60,0.716,Basic5,Basic7,Basic2,Basic3,Imhéll Twothorne
198,CV,240439,1,DarkKnight,Monk,forest,2,2413,4,2,VIT,STR,24,foraging,,light,10.44,5.22,1.046,Basic4,Basic4,Basic1,Advanced4,Dephasia Woodbrow
199,CV,236168,1,Monk,Pirate,island,1,2000,2,8,VIT,VIT,14,gardening,,fire,2.35,2.35,0.765,Basic7,Basic5,Basic8,Basic3,Burne Flagar
200,CV,259407,3,Monk,Knight,arctic,1,1694,4,1,VIT,STR,11,foraging,,ice,3.65,3.65,1.277,Basic6,Basic2,Basic7,Basic3,Anahita Tarrensteel
200,CV,1000000001141,1,DarkKnight,Priest,plains,1,2000,1,5,END,END,15,fishing,,ice,3.70,3.70,0.932,Basic5,Basic5,Basic4,Basic3,Little Wyvernsnout
200,CV,253619,2,Archer,Monk,forest,1,1761,1,10,AGI,STR,13,fishing,,dark,4.30,4.30,0.959,Basic8,Advanced4,Basic3,Basic1,Thorpe Pírtho
200,CV,58788,2,Archer,Archer,forest,6,0,3,3,WIS,END,19,gardening,,lightning,14.93,2.49,0.982,Basic6,Basic8,Basic1,Basic1,Qumrab Gloombreath
200,CV,5181,0,Monk,Priest,arctic,5,512,2,6,AGI,LCK,19,gardening,SURVIVED,ice,10.42,2.08,0.499,Basic5,Basic8,Basic8,Basic5,Eglantina Marbletalon
200,CV,133432,1,Priest,Knight,forest,6,3324,2,6,AGI,END,26,gardening,SURVIVED,wind,21.40,3.57,0.701,Basic4,Basic5,Basic5,Basic5,Ourla Mournbender
200,CV,263638,2,Wizard,Summoner,forest,1,1829,2,7,END,WIS,16,foraging,,light,2.90,2.90,1.071,Basic3,Basic8,Basic1,Basic6,Albert Aqugami
200,CV,129039,1,Wizard,Priest,island,6,3304,2,6,AGI,LCK,23,gardening,SURVIVED,light,17.10,2.85,0.786,Basic8,Basic4,Basic5,Basic1,Drizrafial Dirgestalker
200,CV,32809,2,Priest,Pirate,island,7,2790,3,3,VIT,END,22,fishing,,ice,16.36,2.34,0.878,Basic1,Basic5,Basic5,Basic6,Torkrana Freeswift
200,CV,1000000001138,2,Knight,Berserker,island,1,2000,1,10,END,INT,14,fishing,,water,4.70,4.70,0.988,Basic4,Basic1,Basic2,Basic6,Ulius Brilas
200,CV,115437,0,Sage,Monk,mountains,6,6020,4,0,DEX,STR,25,foraging,,fire,14.38,2.40,0.834,Basic6,Basic3,Basic7,Basic4,Valmith Lunabrooke
200,CV,191899,1,Pirate,Pirate,desert,4,4584,2,4,END,LCK,14,mining,,dark,6.97,1.74,0.802,Basic4,Basic3,Basic5,Basic7,Withypol Suprepede
200,CV,159654,0,Dragoon,Wizard,arctic,4,590,4,0,STR,AGI,23,gardening,,dark,12.62,3.15,0.946,Basic4,Basic4,Basic4,Basic4,Gerrorn Deeplash
220,CV,88649,0,Priest,Priest,swamp,9,14955,2,3,DEX,AGI,23,foraging,,lightning,16.18,1.80,0.584,Basic2,Basic1,Basic7,Basic2,Mernimhe Lunatide
220,CV,79924,0,Thief,Wizard,mountains,7,5374,2,7,LCK,END,25,gardening,SURVIVED,lightning,16.32,2.33,0.483,Basic1,Basic1,Basic4,Basic6,Daaza Caskroot
225,CV,263315,3,Summoner,Monk,mountains,1,1794,3,2,AGI,DEX,14,mining,,ice,4.60,4.60,1.552,Basic2,Basic6,Basic8,Basic2,Juqol Starsign
225,CV,252093,2,Berserker,Berserker,arctic,2,1860,1,10,AGI,DEX,19,fishing,,dark,8.18,4.09,1.065,Basic7,Advanced4,Basic6,Basic2,Presstina Wolftalon
240,CV,121761,2,Wizard,Pirate,arctic,6,3380,1,4,WIS,INT,22,gardening,,light,12.00,2.00,0.882,Basic3,Basic6,Basic4,Basic4,Glummark Oceanweaver
240,CV,228343,2,Archer,Seer,arctic,1,2000,1,10,LCK,VIT,13,gardening,,dark,3.90,3.90,0.893,Basic7,Basic7,Basic4,Basic8,Norma Willowsmile
245,CV,245711,2,Archer,Monk,forest,1,2000,1,10,LCK,DEX,16,gardening,,earth,4.00,4.00,0.978,Basic5,Basic4,Basic5,Basic7,Pelton Aspentail
250,CV,231621,2,Summoner,Warrior,swamp,1,1480,4,0,END,VIT,15,gardening,,fire,3.30,3.30,1.129,Basic7,Basic2,Basic2,Basic6,Gormild Hollowpelt
250,CV,201187,2,Archer,Summoner,plains,5,4324,3,5,INT,INT,21,fishing,,earth,11.81,2.36,0.954,Basic6,Basic2,Basic3,Basic4,Poinsenia Grisjin
250,CV,263893,0,Ninja,Priest,mountains,1,1535,4,0,AGI,AGI,18,fishing,,water,1.70,1.70,0.663,Advanced3,Basic5,Basic6,Basic3,Sigfred Longfang
250,CV,262379,1,Warrior,Warrior,desert,1,2000,1,10,VIT,END,13,mining,,lightning,3.95,3.95,0.836,Advanced2,Basic2,Basic4,Basic6,Treeled Ravenstar
250,CV,150395,0,Wizard,Warrior,plains,4,4362,3,6,STR,INT,23,gardening,SURVIVED,dark,17.36,4.34,0.484,Basic3,Basic7,Advanced4,Basic1,Maeriala Longcreek
250,CV,228355,2,Knight,Monk,swamp,1,1203,1,4,AGI,INT,11,foraging,,fire,3.20,3.20,0.953,Basic7,Basic5,Basic6,Basic8,Hemant Barleyhell
250,CV,232342,0,Sage,Archer,forest,2,1701,2,0,INT,WIS,20,gardening,,fire,5.49,2.75,0.845,Basic7,Basic2,Basic7,Advanced1,Jocelyne Whitebow
250,CV,260932,0,Thief,Monk,island,1,1132,2,6,END,END,12,foraging,,lightning,0.90,0.90,0.542,Basic8,Basic2,Basic1,Basic7,Hotoyor Thunderbane
250,CV,142514,1,Warrior,Monk,desert,6,4940,1,1,LCK,END,19,mining,,dark,11.36,1.89,0.793,Basic5,Basic3,Basic6,Basic8,Horton Woodweaver
250,CV,103367,0,Sage,Knight,plains,5,0,3,0,WIS,STR,21,foraging,,light,8.09,1.62,0.785,Basic5,Basic6,Basic7,Basic8,Wilmot Marbleaxe
250,CV,60923,1,Knight,Knight,forest,8,8546,1,8,STR,WIS,26,gardening,,light,21.19,2.65,0.801,Advanced1,Basic7,Basic4,Basic3,Dindora Shadeguard
259,CV,99177,0,Thief,Priest,island,7,3910,2,6,LCK,VIT,25,gardening,SURVIVED,lightning,17.12,2.45,0.491,Basic3,Basic2,Basic6,Basic8,Tufoh Ruthermont
269,CV,265477,1,Summoner,Priest,plains,1,2000,1,5,LCK,VIT,15,gardening,,earth,3.85,3.85,0.993,Basic1,Basic4,Basic8,Basic7,Zamolt Eaglebloom
275,CV,135622,0,Monk,Knight,city,5,456,1,5,VIT,END,22,gardening,SURVIVED,lightning,20.57,4.11,0.574,Basic2,Basic6,Basic6,Basic2,Arnor Amberbraid
277,CV,262267,1,Ninja,Seer,arctic,1,815,4,5,STR,AGI,15,fishing,,fire,1.90,1.90,0.936,Basic7,Basic7,Basic2,Basic7,Grimtan Burningroot
279.99,CV,265677,3,Warrior,Thief,forest,1,1836,2,8,DEX,DEX,14,fishing,,ice,4.30,4.30,1.249,Basic7,Basic3,Basic1,Basic6,Igromarim Sternbreeze
280,CV,22336,0,Summoner,Knight,island,7,3280,3,4,END,LCK,22,fishing,,light,10.29,1.47,0.616,Basic5,Basic2,Basic6,Basic1,Balling Stonebash
280,CV,231710,2,Archer,Warrior,arctic,1,2000,1,10,AGI,STR,12,gardening,,ice,3.20,3.20,0.985,Basic4,Basic7,Basic2,Basic5,Ulenor Wildgem
288,CV,139633,1,Pirate,Ninja,plains,6,7891,1,3,STR,DEX,20,fishing,,water,12.73,2.12,0.825,Basic6,Basic7,Advanced4,Basic6,Thaelessa Brownshield
290,CV,139644,0,Wizard,Monk,swamp,5,0,2,0,INT,STR,19,mining,SURVIVED,lightning,13.78,2.76,0.492,Basic3,Basic8,Basic2,Basic3,Nosa Stonebash
290,CV,2996,0,Priest,Pirate,desert,6,474,1,4,STR,STR,18,gardening,SURVIVED,ice,13.30,2.22,0.460,Basic1,Basic8,Basic7,Basic6,Wimram Aspencarver
299,CV,21635,1,Pirate,Priest,desert,7,7149,1,3,INT,LCK,18,foraging,,wind,9.90,1.41,0.675,Advanced3,Basic6,Basic5,Basic2,Hildis Fisher
300,CV,1000000001199,2,Warrior,Thief,forest,1,2000,1,10,DEX,INT,12,gardening,,lightning,3.55,3.55,0.931,Basic3,Basic1,Basic3,Basic5,Iluxon Lunabelly
300,CV,21838,0,Paladin,Thief,forest,8,8350,1,0,STR,INT,28,fishing,SURVIVED,earth,27.97,3.50,0.657,Basic5,Basic7,Advanced4,Basic8,Khlorina Chyttering
300,CV,265492,0,Ninja,Berserker,arctic,1,2000,1,5,AGI,DEX,15,foraging,,fire,3.20,3.20,0.718,Basic7,Basic2,Basic7,Basic2,Adam Cobadius
300,CV,233647,2,Pirate,Wizard,forest,1,1430,1,10,VIT,DEX,12,mining,,dark,4.20,4.20,0.876,Basic5,Basic5,Basic3,Basic4,Harlequinis Ashblade
300,CV,233174,3,Thief,Pirate,forest,2,2185,2,2,WIS,END,12,foraging,,lightning,6.25,3.13,1.263,Basic1,Basic3,Basic1,Basic7,Ormymion Pineleaves
300,CV,70934,2,Thief,Wizard,city,8,11030,3,2,WIS,AGI,20,foraging,,light,13.62,1.70,0.898,Basic8,Advanced2,Basic5,Basic3,Éogar Horsewhisper
300,CV,56453,0,Archer,Priest,forest,7,6640,2,0,LCK,STR,25,mining,SURVIVED,earth,19.84,2.83,0.497,Basic6,Basic4,Basic4,Basic6,Sraritte Demhloghír
300,CV,91885,1,Knight,Thief,forest,7,3131,2,6,END,DEX,26,foraging,,wind,22.28,3.18,0.753,Basic3,Basic7,Basic8,Basic7,Isabell Ebonthrax
300,CV,73797,0,Warrior,Archer,swamp,8,11616,3,4,VIT,END,25,fishing,,ice,14.03,1.75,0.606,Basic5,Basic6,Basic2,Basic1,Orseis Cratershield
325,CV,140701,1,DarkKnight,Wizard,mountains,5,2160,3,4,LCK,END,19,gardening,,dark,9.48,1.90,0.931,Basic4,Basic4,Basic4,Basic4,Alysha Pírtho
333,CV,253205,3,DarkKnight,Warrior,plains,2,2195,3,2,AGI,INT,14,fishing,,water,5.04,2.52,1.636,Basic7,Basic1,Basic7,Basic2,Fuamnach Brushforce
333,CV,24681,2,DarkKnight,Priest,city,7,3543,1,1,END,WIS,24,fishing,,fire,20.07,2.87,1.168,Basic6,Basic5,Basic4,Basic2,Raesrunon Grizzlyhand
349,CV,242788,0,Sage,Thief,forest,2,2625,4,0,WIS,WIS,23,gardening,,dark,4.93,2.46,0.868,Basic3,Basic4,Basic2,Basic2,Achona Cángagudh
350,CV,122497,2,Sage,Pirate,island,7,0,3,0,WIS,END,27,foraging,,dark,14.51,2.07,1.451,Basic8,Basic7,Advanced4,Basic1,Thulisreon Dawngloom
350,CV,120599,0,DarkKnight,Warrior,island,6,4629,4,2,DEX,INT,21,foraging,,wind,11.52,1.92,0.736,Basic5,Basic1,Basic2,Basic8,Adam Stonebash
350,CV,144319,2,Sage,Knight,forest,7,3651,4,0,WIS,STR,31,fishing,,earth,16.66,2.38,1.452,Basic8,Basic1,Advanced4,Basic6,Sraritte Twosun
350,CV,246470,0,Knight,Thief,desert,1,1895,1,10,STR,LCK,14,mining,,light,2.85,2.85,0.541,Basic7,Basic8,Basic8,Basic1,Crabapple Hawthorne
350,CV,260254,1,Summoner,Archer,island,1,735,3,5,LCK,STR,14,foraging,,water,1.70,1.70,0.894,Basic3,Basic2,Basic3,Basic6,Fonbhioll Taclydoru
350,CV,179503,0,Paladin,Monk,swamp,5,5224,3,2,WIS,DEX,21,gardening,,water,11.75,2.35,0.778,Basic1,Basic7,Basic2,Advanced4,Khawfam Woodspell
375,CV,68482,2,Pirate,Knight,desert,9,15816,2,3,LCK,VIT,24,foraging,,dark,14.75,1.64,0.997,Basic4,Basic6,Basic7,Basic6,Mold Valleymane
390,CV,126074,2,Knight,Wizard,desert,8,11400,1,10,STR,LCK,25,fishing,,light,21.54,2.69,0.872,Basic3,Basic8,Basic7,Basic1,Trisrona Aerimon
395,CV,1000000000944,3,Pirate,Monk,forest,1,1953,3,3,DEX,AGI,13,gardening,,dark,4.60,4.60,1.259,Basic6,Basic2,Basic2,Basic4,Mor Wildbringer
398,CV,235636,3,Priest,Pirate,plains,2,2086,4,3,VIT,END,15,foraging,,light,5.96,2.98,1.202,Advanced3,Advanced1,Basic1,Basic3,Breatiora Stilldancer
400,CV,109603,1,DarkKnight,Archer,mountains,6,4075,3,1,AGI,INT,22,gardening,,dark,13.82,2.30,0.969,Basic2,Basic7,Basic5,Basic8,Acalypha Titagary
400,CV,232601,0,Ninja,Wizard,swamp,1,1573,2,4,END,DEX,13,foraging,,ice,2.40,2.40,0.695,Basic4,Basic5,Basic8,Basic1,Gazania Grayhammer
400,CV,145294,0,Summoner,Knight,forest,5,2250,3,5,AGI,END,18,gardening,,wind,7.81,1.56,0.623,Basic4,Basic5,Basic5,Basic5,Arnvidar Battleriver
400,CV,237804,2,Sage,Wizard,mountains,2,1916,2,0,STR,STR,17,gardening,,ice,4.88,2.44,1.615,Basic7,Basic5,Basic7,Advanced1,Apricot Wendwater
400,CV,183601,0,Dragoon,Warrior,desert,1,535,5,0,DEX,LCK,12,fishing,,wind,3.70,3.70,0.977,Basic3,Basic5,Basic2,Basic3,Stigdan Maplescorn
420,CV,163742,0,Warrior,Dragoon,swamp,5,2923,4,0,WIS,VIT,18,fishing,,water,7.38,1.48,0.705,Basic7,Basic3,Basic7,Basic5,Dympna Bouldergleam
420,CV,212611,1,Warrior,Thief,island,3,2712,2,0,WIS,LCK,15,foraging,,dark,6.07,2.02,0.738,Basic7,Basic3,Basic5,Basic1,Nirus Aepede
449,CV,230659,3,Monk,Monk,island,3,1474,3,5,LCK,END,15,fishing,,dark,7.41,2.47,1.269,Basic1,Basic3,Basic4,Basic7,Zorlad Hersy
450,CV,42468,0,Monk,Summoner,swamp,10,17432,2,7,DEX,DEX,26,fishing,,lightning,12.35,1.23,0.579,Basic4,Basic2,Basic8,Basic8,Bahaar Stewar
450,CV,109371,0,Knight,Archer,city,6,3440,2,2,LCK,DEX,19,gardening,,water,10.37,1.73,0.572,Basic3,Basic6,Basic7,Basic3,Kassephone Tarrenmoon
460,CV,243613,3,Berserker,Wizard,forest,1,1828,3,0,STR,END,18,fishing,,fire,5.15,5.15,1.172,Basic4,Basic1,Basic3,Basic5,Lannlis Starmuse
500,CV,178887,3,Thief,Priest,mountains,1,540,3,3,END,END,14,gardening,,fire,6.20,6.20,1.228,Basic1,Basic2,Basic7,Basic6,Iranelar Rumblereaver
500,CV,84610,0,Priest,Priest,arctic,6,7672,1,5,AGI,INT,24,foraging,,dark,11.80,1.97,0.602,Basic7,Basic6,Basic4,Basic2,Brynda Spiderstriker
500,CV,263714,3,Pirate,Monk,island,1,1804,2,8,STR,VIT,14,foraging,,ice,5.35,5.35,1.265,Advanced1,Basic3,Basic7,Basic2,Gaelzael Bronzewinds
500,CV,44961,0,Knight,Archer,plains,7,6830,2,2,LCK,WIS,18,mining,,water,7.38,1.05,0.554,Advanced1,Basic2,Basic1,Basic8,Lomsarni Algood
500,CV,30809,2,Archer,Wizard,plains,7,5150,2,1,AGI,INT,16,gardening,,lightning,7.04,1.01,0.883,Basic2,Basic7,Basic1,Basic1,Tristan Commonfury
550,CV,101026,1,Warrior,Summoner,mountains,6,206,4,0,STR,LCK,21,mining,,wind,13.36,2.23,0.728,Basic5,Basic1,Basic1,Advanced4,Blooma Grassbearer
550,CV,27105,1,Warrior,Summoner,plains,7,6999,3,0,STR,LCK,26,mining,,ice,14.95,2.14,0.728,Basic5,Basic1,Basic4,Basic7,Tamagereth Vicidus
565,CV,8962,2,Thief,Wizard,city,7,0,1,0,DEX,LCK,23,mining,,earth,12.07,1.72,0.895,Basic3,Basic7,Basic8,Advanced4,Faenion Blilaria
